Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values
14.7,143.2,M,,,,,,18.6,86.8,L,,,,,,21.7,155.8,L,,,,,,27.7,55.4,L,,,,,,33.9,14.6,L,,,,,,62,3.1,L,,,,,,77.5,124.8,M,,,,,,19.7,60.5,S,,,,,,21.8,114,M,,,,,,23.3,228.6,S,,,,,,45,76,L,,,,,,88.4,123.2,L,,,,,,47.1,57,M,,,,,,56.3,66.1,L,,,,,,63.3,18.3,M,,,,,,34.1,205.4,L,,,,,,58.9,296.8,L,,,,,,63.1,230.7,L,,,,,,47.8,30.2,M,,,,,,54.2,47.8,M,,,,,,62.6,45,M,,,,,,24.8,86,L,,,,,,89.1,101.5,L,,,,
14.7,171.3,L,,,,,,18.6,90.7,L,,,,,,21.7,160.4,L,,,,,,27.7,101.7,L,,,,,,33.9,41.6,L,,,,,,62,190.7,L,,,,,,77.5,187.6,M,,,,,,19.7,75.3,M,,,,,,21.8,133,M,,,,,,24,67.4,L,,,,,,45,95.3,L,,,,,,88.4,225.5,L,,,,,,47.8,12,M,,,,,,57,23.2,L,,,,,,63.4,54.9,L,,,,,,34.1,272.8,M,,,,,,59.7,5.4,L,,,,,,63.5,257.1,M,,,,,,47.8,42.9,M,,,,,,54.9,43.6,L,,,,,,62.6,67.5,M,,,,,,24.8,95.3,L,,,,,,89.9,70.5,L,,,,
14.9,47,L,,,,,,18.6,120.9,L,,,,,,22.5,6.2,S,,,,,,27.7,110.1,L,,,,,,33.9,107,L,,,,,,62.8,31.8,M,,,,,,78.1,36,L,,,,,,19.7,78.8,L,,,,,,21.8,154.8,M,,,,,,24,86.8,M,,,,,,45,124.8,M,,,,,,88.9,24.7,NC,,,,,,47.8,25.3,M,,,,,,57,40.8,L,,,,,,64,51.4,L,,,,,,34.1,281.3,L,,,,,,59.7,96.9,L,,,,,,63.9,98.4,L,,,,,,47.8,61.9,L,,,,,,54.9,58.4,M,,,,,,63.3,3.5,M,,,,,,24.8,107.7,M,,,,,,89.9,133.3,L,,,,
15.3,136.3,L,,,,,,18.6,131.8,L,,,,,,22.5,31,L,,,,,,28.5,9.2,M,,,,,,33.9,120.1,L,,,,,,62.8,49.6,M,,,,,,79.1,165.1,L,,,,,,19.7,95,L,,,,,,21.8,166,L,,,,,,24,179.8,L,,,,,,45,249.6,M,,,,,,89.1,251.9,M,,,,,,48.5,16.2,L,,,,,,57.7,52.8,L,,,,,,64.7,25.3,M,,,,,,34.9,171.3,L,,,,,,59.7,255.8,M,,,,,,63.9,314.8,S,,,,,,48.5,19,M,,,,,,55.6,2.1,L,,,,,,63.3,49.9,L,,,,,,24.8,171.3,M,,,,,,90.7,16.3,L,,,,
15.5,28.7,S,,,,,,18.9,113.9,L,,,,,,22.5,51.9,M,,,,,,28.5,18.5,L,,,,,,33.9,147.1,L,,,,,,62.8,132.5,L,,,,,,79.8,133.3,L,,,,,,19.7,153.4,L,,,,,,22.5,62.6,L,,,,,,24,191.4,L,,,,,,45.7,110.8,L,,,,,,89.9,55.8,L,,,,,,48.6,49.4,L,,,,,,57.7,62.6,L,,,,,,64.7,29.5,L,,,,,,34.9,193,M,,,,,,60.5,113.2,S,,,,,,64.4,292.3,L,,,,,,48.5,24.6,L,,,,,,55.6,36.6,L,,,,,,64,19,L,,,,,,24.8,196.9,L,,,,,,90.7,40.3,M,,,,
15.5,38,L,,,,,,19.1,160.4,M,,,,,,22.5,56.6,L,,,,,,28.5,90.9,L,,,,,,34.3,337.4,L,,,,,,63.6,120.1,L,,,,,,79.8,155,M,,,,,,20.4,17.6,L,,,,,,22.5,69.6,M,,,,,,24,202.3,M,,,,,,45.7,139.5,L,,,,,,89.9,215.5,L,,,,,,49.2,2.1,M,,,,,,58.4,9.8,L,,,,,,64.7,47.1,M,,,,,,34.9,298.4,M,,,,,,60.5,158.1,L,,,,,,65.7,181.2,L,,,,,,48.5,66.1,M,,,,,,55.6,39.4,L,,,,,,64.7,23.2,L,,,,,,24.8,203.1,L,,,,,,90.7,89.1,L,,,,
15.5,62.8,L,,,,,,19.4,23.3,L,,,,,,22.5,102.3,M,,,,,,28.5,97.8,M,,,,,,34.7,3.1,L,,,,,,65.1,103.1,M,,,,,,79.8,286.8,M,,,,,,20.4,57,M,,,,,,22.5,95,M,,,,,,24,206.2,L,,,,,,45.7,202.3,M,,,,,,90.7,165.1,L,,,,,,49.2,6.3,L,,,,,,58.4,30.2,M,,,,,,64.7,65.4,L,,,,,,35.7,80.6,L,,,,,,60.5,196.1,M,,,,,,66.1,26.8,L,,,,,,48.5,69.6,L,,,,,,56.3,23.9,M,,,,,,64.7,37.3,L,,,,,,24.8,217.8,M,,,,,,90.7,169.7,L,,,,
15.5,89.8,L,,,,,,19.4,145.6,M,,,,,,22.5,144.9,M,,,,,,28.5,114.7,M,,,,,,35.2,292.1,M,,,,,,65.1,217.8,M,,,,,,80.2,225.4,L,,,,,,20.4,66.1,M,,,,,,22.5,98.5,M,,,,,,24,220.1,L,,,,,,45.7,233.3,M,,,,,,90.7,179,M,,,,,,49.2,28.1,M,,,,,,58.4,59.8,M,,,,,,65.4,6.3,L,,,,,,35.7,127.9,L,,,,,,60.5,237.2,L,,,,,,66.1,199.5,L,,,,,,49.2,47.1,L,,,,,,57,19.7,L,,,,,,64.7,54.9,L,,,,,,25.6,50.4,M,,,,,,90.7,185.2,L,,,,
15.5,107.7,M,,,,,,19.4,182.1,L,,,,,,22.5,175.9,M,,,,,,28.5,169.4,L,,,,,,35.4,101.7,L,,,,,,65.9,157.3,M,,,,,,80.6,318.5,L,,,,,,20.4,83,M,,,,,,22.5,122.4,M,,,,,,24,223.2,L,,,,,,45.7,256.5,M,,,,,,91.5,235.6,L,,,,,,49.2,44.3,L,,,,,,58.6,17.4,M,,,,,,65.4,11.3,M,,,,,,35.7,211.6,M,,,,,,61.2,89.1,L,,,,,,66.5,306.2,L,,,,,,49.2,50.7,M,,,,,,57,54.2,L,,,,,,65.2,27.3,L,,,,,,25.6,113.2,L,,,,,,90.7,219.3,L,,,,
15.5,110.8,S,,,,,,19.4,192.2,M,,,,,,22.9,60.3,L,,,,,,29.3,23.1,L,,,,,,35.4,140.2,L,,,,,,66.7,14,L,,,,,,81.1,276.8,L,,,,,,20.4,102.7,M,,,,,,23.2,20.4,M,,,,,,24.8,79.8,L,,,,,,46.5,47.3,M,,,,,,92.2,203.8,L,,,,,,49.2,52.9,L,,,,,,59.1,6.3,L,,,,,,65.4,33.8,L,,,,,,35.7,231.7,L,,,,,,61.2,123.2,L,,,,,,67,77.6,L,,,,,,49.2,54.2,L,,,,,,57,69.6,S,,,,,,65.4,14.8,L,,,,,,25.6,142.6,L,,,,,,91.5,151.1,L,,,,
15.5,114.7,L,,,,,,20,30.7,M,,,,,,23.3,21.7,L,,,,,,29.3,28.5,L,,,,,,35.4,158.6,M,,,,,,66.7,93,M,,,,,,82.2,72.1,L,,,,,,20.8,26.5,L,,,,,,23.2,23.9,L,,,,,,24.8,149.6,M,,,,,,46.5,118.6,M,,,,,,93,136.4,M,,,,,,49.2,64,L,,,,,,59.1,44.3,L,,,,,,66.1,16.2,M,,,,,,35.7,249.6,M,,,,,,61.2,218.6,M,,,,,,67,169.1,M,,,,,,49.9,2.8,L,,,,,,57.7,16.2,L,,,,,,65.4,40.8,L,,,,,,25.6,151.9,M,,,,,,91.5,258.1,L,,,,
15.5,168.2,L,,,,,,20.2,37.2,L,,,,,,23.3,48.1,L,,,,,,29.3,33.1,L,,,,,,35.4,204.9,L,,,,,,67.4,60.5,L,,,,,,82.2,211.6,S,,,,,,21,48.1,M,,,,,,23.2,28.1,L,,,,,,24.8,196.9,L,,,,,,46.5,187.6,L,,,,,,93.8,38.8,L,,,,,,49.9,19.7,L,,,,,,59.1,49.2,S,,,,,,66.1,22.2,L,,,,,,36.4,74.4,M,,,,,,62,56.6,M,,,,,,67,268.9,L,,,,,,49.9,8.4,M,,,,,,57.7,28.8,L,,,,,,66.1,33.1,S,,,,,,25.6,186.8,L,,,,,,92.2,161.2,L,,,,
16.1,117.5,L,,,,,,20.2,45,L,,,,,,23.3,80.6,S,,,,,,29.3,47,L,,,,,,35.4,286.5,L,,,,,,67.4,245.7,L,,,,,,82.2,307.7,L,,,,,,21.1,2.1,L,,,,,,23.2,32.4,M,,,,,,25.6,13.2,S,,,,,,46.5,226.3,M,,,,,,93.8,89.1,L,,,,,,49.9,31.7,M,,,,,,59.8,34.5,L,,,,,,66.1,39.4,M,,,,,,36.4,107.7,L,,,,,,62,78.3,L,,,,,,67.8,145.2,L,,,,,,50.2,34.2,L,,,,,,57.7,33.1,L,,,,,,66.1,58.4,L,,,,,,26.4,7,L,,,,,,93,7,M,,,,
16.1,119.8,L,,,,,,20.2,48.8,L,,,,,,23.3,91.5,L,,,,,,29.3,70.1,L,,,,,,35.4,316.5,M,,,,,,67.4,267.4,L,,,,,,82.9,196.1,L,,,,,,21.1,36.6,L,,,,,,23.2,37.3,M,,,,,,25.6,32.6,M,,,,,,46.5,265.1,M,,,,,,93.8,96.9,L,,,,,,49.9,67.5,M,,,,,,60.5,20.4,L,,,,,,66.1,42.2,M,,,,,,36.4,149.6,L,,,,,,62,141.8,L,,,,,,67.8,282.7,L,,,,,,50.7,27.4,M,,,,,,57.7,64.7,L,,,,,,66.1,63.3,L,,,,,,26.4,22.5,S,,,,,,93,200.7,M,,,,
16.3,10.1,S,,,,,,20.2,53.5,M,,,,,,23.3,125.6,M,,,,,,29.3,83.2,L,,,,,,35.4,331.9,L,,,,,,67.4,273.6,M,,,,,,83.7,124.8,L,,,,,,21.1,112.6,M,,,,,,23.2,77.4,L,,,,,,25.6,41.1,S,,,,,,47.3,84.5,L,,,,,,94.6,154.2,L,,,,,,50.4,58.4,L,,,,,,61,37.6,L,,,,,,66.1,61.9,L,,,,,,36.4,160.4,L,,,,,,62,178.3,L,,,,,,68.3,134.4,L,,,,,,50.9,15.9,M,,,,,,58.4,8.4,L,,,,,,66.8,7,L,,,,,,26.4,34.1,L,,,,,,93.8,114.7,M,,,,
16.3,50.4,L,,,,,,20.2,56.6,L,,,,,,23.3,138.7,M,,,,,,29.3,94.7,L,,,,,,36.2,114,M,,,,,,67.4,284.4,L,,,,,,83.7,299.2,M,,,,,,21.1,122.4,M,,,,,,23.2,85.1,L,,,,,,25.6,158.9,L,,,,,,47.3,147.3,M,,,,,,95.3,17.1,L,,,,,,50.6,54.7,L,,,,,,61.1,12.4,L,,,,,,67,57.8,L,,,,,,36.4,184.5,L,,,,,,62,227.9,L,,,,,,68.7,34.2,S,,,,,,51,21,M,,,,,,58.4,12,M,,,,,,66.8,47.8,L,,,,,,26.4,41.9,L,,,,,,94.6,31.8,L,,,,
16.3,56.6,L,,,,,,20.2,60.5,L,,,,,,23.4,121.7,M,,,,,,29.3,122.4,L,,,,,,36.2,130.2,M,,,,,,68.2,40.3,L,,,,,,84.5,97.7,M,,,,,,21.1,150.5,M,,,,,,23.2,102.7,M,,,,,,25.6,168.2,L,,,,,,48.1,62.8,L,,,,,,95.3,115.5,L,,,,,,50.7,9.8,M,,,,,,61.2,2.1,M,,,,,,67.5,2.1,L,,,,,,36.4,286,L,,,,,,62,286.8,L,,,,,,68.7,246.7,L,,,,,,51.1,41.6,L,,,,,,58.4,49.9,M,,,,,,67.5,10.6,L,,,,,,26.4,55,L,,,,,,94.6,46.5,L,,,,
16.3,96.9,L,,,,,,20.2,117,L,,,,,,24,34.9,S,,,,,,29.3,130.2,M,,,,,,36.2,189.4,S,,,,,,68.2,113.2,L,,,,,,84.5,254.2,L,,,,,,21.8,8.4,L,,,,,,23.2,118.9,S,,,,,,25.6,174.4,L,,,,,,48.1,103.9,M,,,,,,95.3,146.5,M,,,,,,50.7,47.1,L,,,,,,61.2,23.9,M,,,,,,68.2,54.2,L,,,,,,37.2,10.9,M,,,,,,63.6,29.5,L,,,,,,69.1,16.4,L,,,,,,51.4,38,L,,,,,,58.4,60.5,M,,,,,,67.5,67.5,L,,,,,,26.4,58.9,M,,,,,,94.6,62.8,M,,,,
16.3,124.8,S,,,,,,20.2,124,M,,,,,,24,62.8,L,,,,,,29.3,134,L,,,,,,36.2,230.3,L,,,,,,68.2,146.5,M,,,,,,85.3,12.4,L,,,,,,21.8,32.4,M,,,,,,23.2,136.5,L,,,,,,26.4,55,L,,,,,,48.1,196.1,L,,,,,,96.1,258.1,S,,,,,,51.1,23.2,M,,,,,,61.2,57,L,,,,,,68.2,68.2,M,,,,,,37.2,293,M,,,,,,63.6,105.4,M,,,,,,69.1,114.9,L,,,,,,52.1,5.6,L,,,,,,59.1,4.9,L,,,,,,68.2,19,L,,,,,,26.4,81.4,L,,,,,,95.3,23.3,L,,,,
16.3,151.9,M,,,,,,20.2,149.6,L,,,,,,24,72.9,L,,,,,,29.3,138.6,M,,,,,,36.2,309.6,S,,,,,,68.2,172.8,M,,,,,,85.4,267,L,,,,,,21.8,69.6,M,,,,,,23.2,143.5,L,,,,,,26.4,62.8,L,,,,,,48.8,7,L,,,,,,96.9,196.1,L,,,,,,51.4,38,M,,,,,,61.9,27.4,M,,,,,,68.9,49.2,L,,,,,,38,3.1,L,,,,,,63.6,249.6,L,,,,,,69.6,206.8,L,,,,,,52.1,12,M,,,,,,59.2,46,M,,,,,,68.2,29.5,L,,,,,,26.4,237.2,L,,,,,,95.3,141.8,M,,,,
16.3,155,L,,,,,,20.2,152.7,L,,,,,,24,148.8,L,,,,,,29.3,143.2,M,,,,,,37,30,L,,,,,,69,232.5,L,,,,,,86,89.1,L,,,,,,21.8,88.6,L,,,,,,23.2,162.5,L,,,,,,26.4,91.5,M,,,,,,48.8,174.4,L,,,,,,97.7,170.5,L,,,,,,51.4,41.5,M,,,,,,61.9,41.5,M,,,,,,69.6,8.4,L,,,,,,38,17.8,L,,,,,,63.6,276.7,L,,,,,,70.9,86.7,L,,,,,,52.1,57,M,,,,,,59.8,37.3,M,,,,,,68.9,3.5,S,,,,,,27.1,14.7,L,,,,,,95.3,192.2,L,,,,
16.3,165.1,M,,,,,,20.2,168.2,S,,,,,,24,169,M,,,,,,29.3,164.8,L,,,,,,37,35.4,L,,,,,,69.8,124.8,S,,,,,,86,170.5,S,,,,,,21.8,92.2,M,,,,,,23.8,151,M,,,,,,26.4,105.4,M,,,,,,48.8,275.1,L,,,,,,97.7,268.9,L,,,,,,51.4,61.2,L,,,,,,61.9,52.8,M,,,,,,69.6,19.7,M,,,,,,38,47.3,L,,,,,,64.3,148,L,,,,,,71.3,188.2,M,,,,,,52.1,60.5,L,,,,,,59.8,41.5,L,,,,,,68.9,26,L,,,,,,27.1,122.5,L,,,,,,95.3,241,S,,,,
16.4,69.3,L,,,,,,20.5,64.3,L,,,,,,24,179.8,L,,,,,,29.3,181.7,L,,,,,,37,184.1,M,,,,,,69.8,165.9,L,,,,,,86,243.4,L,,,,,,21.8,106.9,M,,,,,,23.9,9.8,M,,,,,,26.4,111.6,L,,,,,,49.6,35.7,L,,,,,,98.4,186,M,,,,,,52.1,13.4,M,,,,,,61.9,65.4,M,,,,,,69.6,26.7,M,,,,,,38,199.2,M,,,,,,65.1,132.5,M,,,,,,71.3,324,L,,,,,,52.1,64.7,L,,,,,,59.8,57,M,,,,,,68.9,44.3,M,,,,,,27.1,128.7,L,,,,,,96.1,54.3,L,,,,
16.6,184.2,L,,,,,,20.8,101.2,L,,,,,,24,192.2,L,,,,,,30,37.7,L,,,,,,37,213.3,L,,,,,,69.8,182.1,L,,,,,,86.6,51.2,L,,,,,,21.8,131.5,M,,,,,,23.9,66.1,L,,,,,,26.4,116.3,M,,,,,,49.6,90.7,S,,,,,,99.2,6.2,L,,,,,,52.1,26,M,,,,,,62.6,9.8,L,,,,,,69.6,30.2,L,,,,,,38,243.4,NC,,,,,,65.1,171.3,L,,,,,,71.7,162.1,L,,,,,,52.1,67.5,L,,,,,,61.2,18.3,L,,,,,,69.6,14.1,L,,,,,,27.1,134.1,S,,,,,,96.1,181.4,M,,,,
16.7,122.3,L,,,,,,20.9,41.1,L,,,,,,24.8,12.4,L,,,,,,30,42.4,L,,,,,,37,223.3,L,,,,,,69.8,210.8,L,,,,,,86.8,27.9,L,,,,,,21.8,163.2,L,,,,,,23.9,125.2,L,,,,,,26.4,139.5,M,,,,,,50.4,27.1,M,,,,,,99.2,60.5,M,,,,,,52.1,50.7,L,,,,,,62.6,45.7,L,,,,,,69.6,34.5,L,,,,,,38,268.2,M,,,,,,65.1,187.6,M,,,,,,72.6,124.8,L,,,,,,52.8,18.3,L,,,,,,61.2,22.5,L,,,,,,69.6,21.8,M,,,,,,27.1,164.3,L,,,,,,96.9,96.1,L,,,,
16.9,43.7,M,,,,,,20.9,80.6,M,,,,,,24.8,27.9,L,,,,,,30,159.4,L,,,,,,37,324.2,S,,,,,,69.8,224.8,L,,,,,,87.1,322.2,M,,,,,,22.1,51.2,L,,,,,,23.9,173.8,L,,,,,,26.4,183.7,M,,,,,,50.4,41.1,M,,,,,,99.2,127.9,L,,,,,,52.1,56.4,M,,,,,,62.6,61.2,M,,,,,,69.6,45.7,M,,,,,,38.8,56.6,L,,,,,,65.9,261.2,L,,,,,,73.1,236.8,L,,,,,,52.8,31.7,M,,,,,,61.2,27.4,L,,,,,,69.6,37.3,M,,,,,,27.1,231.7,L,,,,,,96.9,107.7,L,,,,
17.1,1.6,S,,,,,,20.9,97.7,L,,,,,,24.8,39.5,L,,,,,,30,177.1,M,,,,,,37.7,56.2,M,,,,,,70.5,151.9,S,,,,,,87.6,59.7,L,,,,,,22.1,140.7,M,,,,,,24.6,13.4,M,,,,,,26.4,214.7,L,,,,,,50.4,56.6,L,,,,,,100,241.8,M,,,,,,52.7,63.9,L,,,,,,62.6,68.9,L,,,,,,69.6,64,L,,,,,,38.8,118.6,L,,,,,,66.7,20.2,L,,,,,,73.1,260.2,S,,,,,,52.8,52.8,L,,,,,,61.2,67.5,L,,,,,,69.6,51.4,L,,,,,,27.9,26.4,L,,,,,,96.9,226.3,L,,,,
17.1,21.7,L,,,,,,20.9,104.6,L,,,,,,24.8,86.8,M,,,,,,30,186.4,L,,,,,,37.7,77.8,L,,,,,,71.3,84.5,L,,,,,,87.6,160.4,L,,,,,,22.1,168.3,M,,,,,,24.6,73.9,L,,,,,,27.1,3.9,L,,,,,,50.4,166.6,L,,,,,,100.8,30.2,L,,,,,,52.8,4.2,L,,,,,,63.3,16.9,M,,,,,,70.3,14.1,L,,,,,,38.8,137.2,L,,,,,,66.7,163.5,L,,,,,,73.1,260.2,S,,,,,,53.3,24.1,L,,,,,,61.9,14.8,L,,,,,,71.1,33.1,L,,,,,,27.9,64.3,S,,,,,,97.7,81.4,L,,,,
17.1,34.1,M,,,,,,20.9,109.3,L,,,,,,24.8,98.4,L,,,,,,30.8,4.6,L,,,,,,37.7,90.1,S,,,,,,71.3,258.9,L,,,,,,88.4,108.5,L,,,,,,22.2,146.9,L,,,,,,24.6,88.6,L,,,,,,27.1,8.5,M,,,,,,51.2,17.8,L,,,,,,100.8,107,M,,,,,,53.5,29.5,L,,,,,,63.3,31.7,L,,,,,,71.1,5.6,L,,,,,,38.8,226.3,L,,,,,,66.7,212.4,M,,,,,,73.5,217.7,L,,,,,,53.3,47.4,L,,,,,,61.9,31.7,L,,,,,,71.1,55.6,M,,,,,,27.9,69.8,L,,,,,,97.7,210,M,,,,
17.1,78.3,L,,,,,,20.9,135.6,L,,,,,,24.8,114.7,L,,,,,,30.8,59.3,M,,,,,,38.5,47.7,M,,,,,,72.1,75.2,L,,,,,,88.4,141.1,L,,,,,,22.4,116.8,L,,,,,,24.6,106.9,M,,,,,,27.1,84.5,M,,,,,,51.2,180.6,S,,,,,,100.8,251.9,L,,,,,,53.8,17.2,L,,,,,,63.9,5.9,M,,,,,,71.1,23.2,L,,,,,,38.8,237.2,M,,,,,,67.4,67.4,L,,,,,,73.5,217.7,L,,,,,,53.5,44.3,L,,,,,,62.6,7,L,,,,,,71.1,62.6,L,,,,,,27.9,75.2,M,,,,,,97.7,234.8,L,,,,
17.1,86,L,,,,,,20.9,157.3,M,,,,,,24.8,119.4,S,,,,,,30.8,65.5,L,,,,,,38.5,253.4,M,,,,,,72.1,237.9,M,,,,,,88.4,220.9,L,,,,,,22.5,4.9,L,,,,,,24.6,129.4,M,,,,,,27.1,96.1,L,,,,,,51.9,69,L,,,,,,101.5,47.3,L,,,,,,54.2,19.7,M,,,,,,64.7,21.8,L,,,,,,71.1,41.5,L,,,,,,38.8,255,M,,,,,,68.2,117,L,,,,,,73.5,292.3,S,,,,,,54.2,2.8,L,,,,,,62.6,10.6,L,,,,,,71.8,7,M,,,,,,27.9,89.9,L,,,,,,98.4,250.3,L,,,,
17.1,99.2,L,,,,,,20.9,163.5,M,,,,,,24.8,131.8,M,,,,,,30.8,118.6,M,,,,,,39.3,72.4,L,,,,,,72.9,48.8,M,,,,,,89.1,76.7,S,,,,,,22.5,21.1,L,,,,,,24.6,158.3,M,,,,,,27.1,126.3,L,,,,,,51.9,159.7,L,,,,,,101.5,224.8,L,,,,,,54.2,35.9,L,,,,,,64.7,35.9,L,,,,,,71.1,60.5,L,,,,,,39.5,23.3,L,,,,,,68.2,232.5,L,,,,,,73.9,41.5,L,,,,,,54.2,34.2,L,,,,,,62.6,54.2,M,,,,,,72.5,41.5,L,,,,,,27.9,100.8,S,,,,,,100,133.3,L,,,,
17.1,104.6,L,,,,,,20.9,172.8,S,,,,,,24.8,152.7,L,,,,,,30.8,155.6,S,,,,,,39.3,171.7,L,,,,,,72.9,266.6,L,,,,,,89.1,234.8,M,,,,,,22.5,45.7,M,,,,,,25.3,92.9,L,,,,,,27.1,131.8,L,,,,,,51.9,243.4,L,,,,,,101.6,204.6,L,,,,,,54.2,47.8,L,,,,,,65.4,12,L,,,,,,72.5,38,M,,,,,,39.5,85.3,M,,,,,,68.2,268.2,L,,,,,,73.9,100.5,L,,,,,,54.9,14.8,L,,,,,,62.6,62.6,L,,,,,,72.5,47.8,S,,,,,,27.9,159.7,L,,,,,,100,163.5,L,,,,
17.1,127.9,L,,,,,,20.9,189.1,L,,,,,,24.8,172.8,L,,,,,,31.6,13.1,M,,,,,,39.3,234.9,L,,,,,,73.6,27.9,L,,,,,,89.9,148.8,L,,,,,,22.5,125.2,M,,,,,,25.3,111.1,L,,,,,,27.1,153.5,M,,,,,,51.9,268.9,L,,,,,,102.3,69,L,,,,,,54.2,54.2,L,,,,,,65.4,54.9,L,,,,,,72.5,52.1,M,,,,,,39.5,91.5,L,,,,,,68.2,293,S,,,,,,74.4,179.9,L,,,,,,54.9,26.7,S,,,,,,63.3,49.2,L,,,,,,73.2,15.5,L,,,,,,28.7,147.3,S,,,,,,100.8,10.1,L,,,,
17.1,144.9,M,,,,,,21.5,25.9,M,,,,,,25.6,2.3,L,,,,,,31.6,50.8,L,,,,,,39.3,276.5,L,,,,,,73.6,67.4,L,,,,,,89.9,182.9,L,,,,,,23.2,11.5,L,,,,,,25.3,147,M,,,,,,27.1,188.3,L,,,,,,52.7,49.6,S,,,,,,102.3,214.7,L,,,,,,54.9,2.1,L,,,,,,65.4,58.4,M,,,,,,72.5,56.3,L,,,,,,39.5,219.3,L,,,,,,69,7,L,,,,,,74.4,301.4,M,,,,,,54.9,40.8,L,,,,,,64,2.8,L,,,,,,73.2,28.1,M,,,,,,28.7,155.8,L,,,,,,100.8,69.8,L,,,,
17.1,190.7,M,,,,,,21.7,10.1,M,,,,,,25.6,17.1,L,,,,,,31.6,78.6,L,,,,,,39.5,197.3,M,,,,,,73.6,98.4,L,,,,,,89.9,203.8,L,,,,,,23.2,28.1,M,,,,,,25.3,169.5,M,,,,,,27.9,20.2,L,,,,,,52.7,77.5,L,,,,,,103.1,78.3,M,,,,,,54.9,8.4,M,,,,,,66.1,50.7,L,,,,,,72.5,69.6,M,,,,,,39.5,261.2,L,,,,,,69,182.1,M,,,,,,75.7,252.4,M,,,,,,55.6,21.8,L,,,,,,64,40.8,M,,,,,,73.9,11.3,L,,,,,,28.7,175.2,M,,,,,,101.5,60.5,L,,,,
17.2,147.7,L,,,,,,21.7,19.4,M,,,,,,25.6,65.9,L,,,,,,31.6,87,M,,,,,,40,13.1,M,,,,,,73.6,140.3,M,,,,,,90.5,271.7,S,,,,,,23.2,63.3,M,,,,,,26,3.5,S,,,,,,27.9,27.9,L,,,,,,52.7,120.1,M,,,,,,103.1,176.7,L,,,,,,54.9,23.9,L,,,,,,66.1,62.6,L,,,,,,73.9,11.3,L,,,,,,39.5,279,S,,,,,,69.8,99.2,M,,,,,,75.7,276.2,M,,,,,,56.3,6.3,L,,,,,,64,44.3,L,,,,,,73.9,51.4,L,,,,,,28.7,179.8,L,,,,,,101.5,87.6,L,,,,
17.5,39.8,M,,,,,,21.7,34.1,M,,,,,,25.6,76.7,L,,,,,,31.6,106.3,L,,,,,,40,123.2,L,,,,,,73.6,195.3,L,,,,,,90.7,119.4,M,,,,,,23.2,76,L,,,,,,26,47.1,L,,,,,,27.9,67.4,L,,,,,,52.7,127.1,L,,,,,,103.1,196.2,NC,,,,,,54.9,39.4,L,,,,,,66.1,66.1,L,,,,,,73.9,33.8,L,,,,,,40.3,38,L,,,,,,69.8,193.8,L,,,,,,76.1,140.5,L,,,,,,56.3,12,M,,,,,,64,58.4,M,,,,,,74.6,2.8,M,,,,,,28.7,209.3,L,,,,,,101.5,122.5,L,,,,
